p1,p2,p3,SIZE,SIZE^3,非重複数,重複要素数,重複率,非重複数（mod S^3 * 3）,重複数（mod S^3 *3）,重複率（mod S^3 * 3）
11,3001,991,100,1000000,366094,633906,63.3906,366094,633906,63.3906
11,3001,997,100,1000000,368212,631788,63.1788,368212,631788,63.1788
11,3001,1009,100,1000000,367586,632414,63.2414,367586,632414,63.2414
11,3001,1511,100,1000000,392848,607152,60.7152,392848,607152,60.7152
11,3001,1999,100,1000000,436620,563380,56.338,436620,563380,56.338
11,3001,2003,100,1000000,436398,563602,56.3602,436398,563602,56.3602
11,3001,2503,100,1000000,466854,533146,53.3146,466854,533146,53.3146
11,3001,4001,100,1000000,569824,430176,43.0176,569824,430176,43.0176
11,3001,5003,100,1000000,643486,356514,35.6514,643486,356514,35.6514
11,3001,6007,100,1000000,340510,659490,65.949,340510,659490,65.949
11,3001,7001,100,1000000,780566,219434,21.9434,780566,219434,21.9434
11,3001,8009,100,1000000,851686,148314,14.8314,850186,149814,14.9814
11,3001,9001,100,1000000,415626,584374,58.4374,406856,593144,59.3144
11,3001,10007,100,1000000,135730,864270,86.427,135730,864270,86.427
11,4001,7,100,1000000,172300,827700,82.77,172300,827700,82.77
11,4001,13,100,1000000,225700,774300,77.43,225700,774300,77.43
11,4001,101,100,1000000,406114,593886,59.3886,406114,593886,59.3886
11,4001,199,100,1000000,358480,641520,64.152,358480,641520,64.152
11,4001,211,100,1000000,411598,588402,58.8402,411598,588402,58.8402
11,4001,307,100,1000000,378478,621522,62.1522,378478,621522,62.1522
11,4001,401,100,1000000,421350,578650,57.865,421350,578650,57.865
11,4001,503,100,1000000,426558,573442,57.3442,426558,573442,57.3442
11,4001,601,100,1000000,433862,566138,56.6138,433862,566138,56.6138
11,4001,701,100,1000000,441966,558034,55.8034,441966,558034,55.8034
11,4001,809,100,1000000,97120,902880,90.288,97120,902880,90.288
11,4001,907,100,1000000,422470,577530,57.753,422470,577530,57.753
11,4001,991,100,1000000,454362,545638,54.5638,454362,545638,54.5638
11,4001,997,100,1000000,457710,542290,54.229,457710,542290,54.229
11,4001,1009,100,1000000,455890,544110,54.411,455890,544110,54.411
11,4001,1511,100,1000000,484094,515906,51.5906,484094,515906,51.5906
11,4001,1999,100,1000000,326626,673374,67.3374,326626,673374,67.3374
11,4001,2003,100,1000000,340510,659490,65.949,340510,659490,65.949
11,4001,2503,100,1000000,524170,475830,47.583,524170,475830,47.583
11,4001,3001,100,1000000,569824,430176,43.0176,569824,430176,43.0176
11,4001,5003,100,1000000,690838,309162,30.9162,690838,309162,30.9162
11,4001,6007,100,1000000,58906,941094,94.1094,58906,941094,94.1094
11,4001,7001,100,1000000,793830,206170,20.617,793830,206170,20.617
11,4001,8009,100,1000000,354394,645606,64.5606,347058,652942,65.2942
11,4001,9001,100,1000000,921664,78336,7.8336,906964,93036,9.3036
11,4001,10007,100,1000000,680590,319410,31.941,634780,365220,36.522
11,5003,7,100,1000000,172300,827700,82.77,172300,827700,82.77
11,5003,13,100,1000000,225700,774300,77.43,225700,774300,77.43
11,5003,101,100,1000000,505300,494700,49.47,505300,494700,49.47
11,5003,199,100,1000000,509908,490092,49.0092,509908,490092,49.0092
11,5003,211,100,1000000,507742,492258,49.2258,507742,492258,49.2258
11,5003,307,100,1000000,514750,485250,48.525,514750,485250,48.525
11,5003,401,100,1000000,519148,480852,48.0852,519148,480852,48.0852
11,5003,503,100,1000000,523164,476836,47.6836,523164,476836,47.6836
11,5003,601,100,1000000,527422,472578,47.2578,527422,472578,47.2578
11,5003,701,100,1000000,514632,485368,48.5368,514632,485368,48.5368
11,5003,809,100,1000000,520324,479676,47.9676,520324,479676,47.9676
11,5003,907,100,1000000,539278,460722,46.0722,539278,460722,46.0722
11,5003,991,100,1000000,541986,458014,45.8014,541986,458014,45.8014
11,5003,997,100,1000000,545200,454800,45.48,545200,454800,45.48
11,5003,1009,100,1000000,546566,453434,45.3434,546566,453434,45.3434
11,5003,1511,100,1000000,533854,466146,46.6146,533854,466146,46.6146
11,5003,1999,100,1000000,78310,921690,92.169,78310,921690,92.169
11,5003,2003,100,1000000,593208,406792,40.6792,593208,406792,40.6792
11,5003,2503,100,1000000,326626,673374,67.3374,326626,673374,67.3374
11,5003,3001,100,1000000,643486,356514,35.6514,643486,356514,35.6514
11,5003,4001,100,1000000,690838,309162,30.9162,690838,309162,30.9162
11,5003,6007,100,1000000,787894,212106,21.2106,787894,212106,21.2106
11,5003,7001,100,1000000,829492,170508,17.0508,829492,170508,17.0508
11,5003,8009,100,1000000,861118,138882,13.8882,844684,155316,15.5316
11,5003,9001,100,1000000,152790,847210,84.721,152790,847210,84.721
11,5003,10007,100,1000000,312742,687258,68.7258,278480,721520,72.152
11,6007,7,100,1000000,172300,827700,82.77,172300,827700,82.77
11,6007,13,100,1000000,225700,774300,77.43,225700,774300,77.43
11,6007,101,100,1000000,603604,396396,39.6396,603604,396396,39.6396
11,6007,199,100,1000000,606910,393090,39.309,606910,393090,39.309
11,6007,211,100,1000000,351352,648648,64.8648,351352,648648,64.8648
11,6007,307,100,1000000,530740,469260,46.926,530740,469260,46.926
11,6007,401,100,1000000,547730,452270,45.227,547730,452270,45.227
11,6007,503,100,1000000,594652,405348,40.5348,594652,405348,40.5348
11,6007,601,100,1000000,614042,385958,38.5958,614042,385958,38.5958
11,6007,701,100,1000000,628684,371316,37.1316,628684,371316,37.1316
11,6007,809,100,1000000,258630,741370,74.137,258630,741370,74.137
11,6007,907,100,1000000,630314,369686,36.9686,630314,369686,36.9686
11,6007,991,100,1000000,629860,370140,37.014,629860,370140,37.014
11,6007,997,100,1000000,636844,363156,36.3156,636844,363156,36.3156
11,6007,1009,100,1000000,638812,361188,36.1188,638812,361188,36.1188
11,6007,1511,100,1000000,648454,351546,35.1546,648454,351546,35.1546
11,6007,1999,100,1000000,463330,536670,53.667,463330,536670,53.667
11,6007,2003,100,1000000,415626,584374,58.4374,415626,584374,58.4374
11,6007,2503,100,1000000,686800,313200,31.32,686800,313200,31.32
11,6007,3001,100,1000000,340510,659490,65.949,340510,659490,65.949
11,6007,4001,100,1000000,58906,941094,94.1094,58906,941094,94.1094
11,6007,5003,100,1000000,787894,212106,21.2106,787894,212106,21.2106
11,6007,7001,100,1000000,849976,150024,15.0024,830810,169190,16.919
11,6007,8009,100,1000000,628552,371448,37.1448,611854,388146,38.8146
11,6007,9001,100,1000000,576694,423306,42.3306,509612,490388,49.0388
11,6007,10007,100,1000000,740710,259290,25.929,701200,298800,29.88
11,7001,7,100,1000000,172300,827700,82.77,172300,827700,82.77
11,7001,13,100,1000000,225700,774300,77.43,225700,774300,77.43
11,7001,101,100,1000000,699436,300564,30.0564,699436,300564,30.0564
11,7001,199,100,1000000,688948,311052,31.1052,688948,311052,31.1052
11,7001,211,100,1000000,698468,301532,30.1532,698468,301532,30.1532
11,7001,307,100,1000000,552630,447370,44.737,552630,447370,44.737
11,7001,401,100,1000000,382110,617890,61.789,382110,617890,61.789
11,7001,503,100,1000000,500446,499554,49.9554,500446,499554,49.9554
11,7001,601,100,1000000,715716,284284,28.4284,715716,284284,28.4284
11,7001,701,100,1000000,692002,307998,30.7998,692002,307998,30.7998
11,7001,809,100,1000000,723798,276202,27.6202,723798,276202,27.6202
11,7001,907,100,1000000,699610,300390,30.039,699610,300390,30.039
11,7001,991,100,1000000,689188,310812,31.0812,689188,310812,31.0812
11,7001,997,100,1000000,97714,902286,90.2286,97714,902286,90.2286
11,7001,1009,100,1000000,718192,281808,28.1808,718192,281808,28.1808
11,7001,1511,100,1000000,731438,268562,26.8562,731438,268562,26.8562
11,7001,1999,100,1000000,751570,248430,24.843,751570,248430,24.843
11,7001,2003,100,1000000,748666,251334,25.1334,748666,251334,25.1334
11,7001,2503,100,1000000,757762,242238,24.2238,757762,242238,24.2238
11,7001,3001,100,1000000,780566,219434,21.9434,780566,219434,21.9434
11,7001,4001,100,1000000,793830,206170,20.617,793830,206170,20.617
11,7001,5003,100,1000000,829492,170508,17.0508,829492,170508,17.0508
11,7001,6007,100,1000000,849976,150024,15.0024,830810,169190,16.919
11,7001,8009,100,1000000,187180,812820,81.282,187180,812820,81.282
11,7001,9001,100,1000000,912922,87078,8.7078,874168,125832,12.5832
11,7001,10007,100,1000000,967798,32202,3.2202,807442,192558,19.2558
11,8009,7,100,1000000,172300,827700,82.77,172300,827700,82.77
11,8009,13,100,1000000,225700,774300,77.43,225700,774300,77.43
11,8009,101,100,1000000,797446,202554,20.2554,797446,202554,20.2554
11,8009,199,100,1000000,773536,226464,22.6464,773536,226464,22.6464
11,8009,211,100,1000000,516880,483120,48.312,516880,483120,48.312
11,8009,307,100,1000000,645338,354662,35.4662,645338,354662,35.4662
11,8009,401,100,1000000,215920,784080,78.408,215920,784080,78.408
11,8009,503,100,1000000,809284,190716,19.0716,809284,190716,19.0716
11,8009,601,100,1000000,420526,579474,57.9474,420526,579474,57.9474
11,8009,701,100,1000000,624180,375820,37.582,624180,375820,37.582
11,8009,809,100,1000000,775126,224874,22.4874,775126,224874,22.4874
11,8009,907,100,1000000,225226,774774,77.4774,225226,774774,77.4774
11,8009,991,100,1000000,746908,253092,25.3092,746908,253092,25.3092
11,8009,997,100,1000000,116524,883476,88.3476,116524,883476,88.3476
11,8009,1009,100,1000000,810026,189974,18.9974,810026,189974,18.9974
11,8009,1511,100,1000000,782070,217930,21.793,782070,217930,21.793
11,8009,1999,100,1000000,566392,433608,43.3608,566392,433608,43.3608
11,8009,2003,100,1000000,516552,483448,48.3448,516552,483448,48.3448
11,8009,2503,100,1000000,651106,348894,34.8894,651106,348894,34.8894
11,8009,3001,100,1000000,851686,148314,14.8314,850186,149814,14.9814
11,8009,4001,100,1000000,354394,645606,64.5606,347058,652942,65.2942
11,8009,5003,100,1000000,861118,138882,13.8882,844684,155316,15.5316
11,8009,6007,100,1000000,628552,371448,37.1448,611854,388146,38.8146
11,8009,7001,100,1000000,187180,812820,81.282,187180,812820,81.282
11,8009,9001,100,1000000,862678,137322,13.7322,762260,237740,23.774
11,8009,10007,100,1000000,790840,209160,20.916,744340,255660,25.566
11,9001,7,100,1000000,172300,827700,82.77,172300,827700,82.77
11,9001,13,100,1000000,225700,774300,77.43,225700,774300,77.43
11,9001,101,100,1000000,893278,106722,10.6722,893278,106722,10.6722
11,9001,199,100,1000000,643204,356796,35.6796,643204,356796,35.6796
11,9001,211,100,1000000,708940,291060,29.106,708940,291060,29.106
11,9001,307,100,1000000,438670,561330,56.133,438670,561330,56.133
11,9001,401,100,1000000,818104,181896,18.1896,818104,181896,18.1896
11,9001,503,100,1000000,802192,197808,19.7808,802192,197808,19.7808
11,9001,601,100,1000000,856278,143722,14.3722,856278,143722,14.3722
11,9001,701,100,1000000,637792,362208,36.2208,637792,362208,36.2208
11,9001,809,100,1000000,660430,339570,33.957,660430,339570,33.957
11,9001,907,100,1000000,887216,112784,11.2784,887216,112784,11.2784
11,9001,991,100,1000000,872272,127728,12.7728,872272,127728,12.7728
11,9001,997,100,1000000,874864,125136,12.5136,874864,125136,12.5136
11,9001,1009,100,1000000,909298,90702,9.0702,909298,90702,9.0702
11,9001,1511,100,1000000,872142,127858,12.7858,867918,132082,13.2082
11,9001,1999,100,1000000,117118,882882,88.2882,117118,882882,88.2882
11,9001,2003,100,1000000,915052,84948,8.4948,908902,91098,9.1098
11,9001,2503,100,1000000,850298,149702,14.9702,840974,159026,15.9026
11,9001,3001,100,1000000,415626,584374,58.4374,406856,593144,59.3144
11,9001,4001,100,1000000,921664,78336,7.8336,906964,93036,9.3036
11,9001,5003,100,1000000,152790,847210,84.721,152790,847210,84.721
11,9001,6007,100,1000000,576694,423306,42.3306,509612,490388,49.0388
11,9001,7001,100,1000000,912922,87078,8.7078,874168,125832,12.5832
11,9001,8009,100,1000000,862678,137322,13.7322,762260,237740,23.774
11,9001,10007,100,1000000,879158,120842,12.0842,812918,187082,18.7082
11,10007,7,100,1000000,172300,827700,82.77,172300,827700,82.77
11,10007,13,100,1000000,225700,774300,77.43,225700,774300,77.43
11,10007,101,100,1000000,972280,27720,2.772,971510,28490,2.849
11,10007,199,100,1000000,672112,327888,32.7888,668186,331814,33.1814
11,10007,211,100,1000000,541828,458172,45.8172,541420,458580,45.858
11,10007,307,100,1000000,945622,54378,5.4378,941388,58612,5.8612
11,10007,401,100,1000000,916192,83808,8.3808,906416,93584,9.3584
11,10007,503,100,1000000,842458,157542,15.7542,835924,164076,16.4076
11,10007,601,100,1000000,762544,237456,23.7456,753652,246348,24.6348
11,10007,701,100,1000000,790620,209380,20.938,775134,224866,22.4866
11,10007,809,100,1000000,437788,562212,56.2212,437242,562758,56.2758
11,10007,907,100,1000000,826442,173558,17.3558,806510,193490,19.349
11,10007,991,100,1000000,748630,251370,25.137,738790,261210,26.121
11,10007,997,100,1000000,945946,54054,5.4054,945946,54054,5.4054
11,10007,1009,100,1000000,777130,222870,22.287,759868,240132,24.0132
11,10007,1511,100,1000000,876172,123828,12.3828,858752,141248,14.1248
11,10007,1999,100,1000000,647560,352440,35.244,623620,376380,37.638
11,10007,2003,100,1000000,631540,368460,36.846,616300,383700,38.37
11,10007,2503,100,1000000,526520,473480,47.348,506720,493280,49.328
11,10007,3001,100,1000000,135730,864270,86.427,135730,864270,86.427
11,10007,4001,100,1000000,680590,319410,31.941,634780,365220,36.522
11,10007,5003,100,1000000,312742,687258,68.7258,278480,721520,72.152
11,10007,6007,100,1000000,740710,259290,25.929,701200,298800,29.88
11,10007,7001,100,1000000,967798,32202,3.2202,807442,192558,19.2558
11,10007,8009,100,1000000,790840,209160,20.916,744340,255660,25.566
11,10007,9001,100,1000000,879158,120842,12.0842,812918,187082,18.7082
13,7,11,100,1000000,3038,996962,99.6962,3038,996962,99.6962
13,7,101,100,1000000,11908,988092,98.8092,11908,988092,98.8092
13,7,199,100,1000000,21610,978390,97.839,21610,978390,97.839
13,7,211,100,1000000,22798,977202,97.7202,22798,977202,97.7202
13,7,307,100,1000000,32302,967698,96.7698,32302,967698,96.7698
13,7,401,100,1000000,41608,958392,95.8392,41608,958392,95.8392
13,7,503,100,1000000,51706,948294,94.8294,51706,948294,94.8294
13,7,601,100,1000000,61408,938592,93.8592,61408,938592,93.8592
13,7,701,100,1000000,71308,928692,92.8692,71308,928692,92.8692
13,7,809,100,1000000,82000,918000,91.8,82000,918000,91.8
13,7,907,100,1000000,91702,908298,90.8298,91702,908298,90.8298
13,7,991,100,1000000,100018,899982,89.9982,100018,899982,89.9982
13,7,997,100,1000000,100612,899388,89.9388,100612,899388,89.9388
13,7,1009,100,1000000,101800,898200,89.82,101800,898200,89.82
13,7,1511,100,1000000,151498,848502,84.8502,151498,848502,84.8502
13,7,1999,100,1000000,190900,809100,80.91,190900,809100,80.91
13,7,2003,100,1000000,190900,809100,80.91,190900,809100,80.91
13,7,2503,100,1000000,190900,809100,80.91,190900,809100,80.91
13,7,3001,100,1000000,190900,809100,80.91,190900,809100,80.91
13,7,4001,100,1000000,190900,809100,80.91,190900,809100,80.91
13,7,5003,100,1000000,190900,809100,80.91,190900,809100,80.91
13,7,6007,100,1000000,190900,809100,80.91,190900,809100,80.91
13,7,7001,100,1000000,190900,809100,80.91,190900,809100,80.91
13,7,8009,100,1000000,190900,809100,80.91,190900,809100,80.91
13,7,9001,100,1000000,190900,809100,80.91,190900,809100,80.91
13,7,10007,100,1000000,190900,809100,80.91,190900,809100,80.91
13,11,7,100,1000000,3038,996962,99.6962,3038,996962,99.6962
13,11,101,100,1000000,12256,987744,98.7744,12256,987744,98.7744
13,11,199,100,1000000,21958,978042,97.8042,21958,978042,97.8042
13,11,211,100,1000000,23146,976854,97.6854,23146,976854,97.6854
13,11,307,100,1000000,32650,967350,96.735,32650,967350,96.735
13,11,401,100,1000000,41956,958044,95.8044,41956,958044,95.8044
13,11,503,100,1000000,52054,947946,94.7946,52054,947946,94.7946
13,11,601,100,1000000,61756,938244,93.8244,61756,938244,93.8244
13,11,701,100,1000000,71656,928344,92.8344,71656,928344,92.8344
13,11,809,100,1000000,82348,917652,91.7652,82348,917652,91.7652
13,11,907,100,1000000,92050,907950,90.795,92050,907950,90.795
13,11,991,100,1000000,100366,899634,89.9634,100366,899634,89.9634
13,11,997,100,1000000,100960,899040,89.904,100960,899040,89.904
13,11,1009,100,1000000,102148,897852,89.7852,102148,897852,89.7852
13,11,1511,100,1000000,151846,848154,84.8154,151846,848154,84.8154
13,11,1999,100,1000000,200158,799842,79.9842,200158,799842,79.9842
13,11,2003,100,1000000,200554,799446,79.9446,200554,799446,79.9446
13,11,2503,100,1000000,225700,774300,77.43,225700,774300,77.43
13,11,3001,100,1000000,225700,774300,77.43,225700,774300,77.43
13,11,4001,100,1000000,225700,774300,77.43,225700,774300,77.43
13,11,5003,100,1000000,225700,774300,77.43,225700,774300,77.43
13,11,6007,100,1000000,225700,774300,77.43,225700,774300,77.43
13,11,7001,100,1000000,225700,774300,77.43,225700,774300,77.43
13,11,8009,100,1000000,225700,774300,77.43,225700,774300,77.43
13,11,9001,100,1000000,225700,774300,77.43,225700,774300,77.43
13,11,10007,100,1000000,225700,774300,77.43,225700,774300,77.43
13,101,7,100,1000000,11908,988092,98.8092,11908,988092,98.8092
13,101,11,100,1000000,12256,987744,98.7744,12256,987744,98.7744
13,101,199,100,1000000,30140,969860,96.986,30140,969860,96.986
13,101,211,100,1000000,31304,968696,96.8696,31304,968696,96.8696
13,101,307,100,1000000,40848,959152,95.9152,40848,959152,95.9152
13,101,401,100,1000000,49962,950038,95.0038,49962,950038,95.0038
13,101,503,100,1000000,60118,939882,93.9882,60118,939882,93.9882
13,101,601,100,1000000,69680,930320,93.032,69680,930320,93.032
13,101,701,100,1000000,79614,920386,92.0386,79614,920386,92.0386
13,101,809,100,1000000,90240,909760,90.976,90240,909760,90.976
13,101,907,100,1000000,99878,900122,90.0122,99878,900122,90.0122
13,101,991,100,1000000,108230,891770,89.177,108230,891770,89.177
13,101,997,100,1000000,108796,891204,89.1204,108796,891204,89.1204
13,101,1009,100,1000000,109966,890034,89.0034,109966,890034,89.0034
13,101,1511,100,1000000,159652,840348,84.0348,159652,840348,84.0348
13,101,1999,100,1000000,207960,792040,79.204,207960,792040,79.204
13,101,2003,100,1000000,208350,791650,79.165,208350,791650,79.165
13,101,2503,100,1000000,257854,742146,74.2146,257854,742146,74.2146
13,101,3001,100,1000000,307150,692850,69.285,307150,692850,69.285
13,101,4001,100,1000000,406132,593868,59.3868,406132,593868,59.3868
13,101,5003,100,1000000,505198,494802,49.4802,505198,494802,49.4802
13,101,6007,100,1000000,602218,397782,39.7782,602218,397782,39.7782
13,101,7001,100,1000000,698446,301554,30.1554,698446,301554,30.1554
13,101,8009,100,1000000,797842,202158,20.2158,797842,202158,20.2158
13,101,9001,100,1000000,892882,107118,10.7118,892882,107118,10.7118
13,101,10007,100,1000000,964360,35640,3.564,963580,36420,3.642
13,199,7,100,1000000,21610,978390,97.839,21610,978390,97.839
13,199,11,100,1000000,21958,978042,97.8042,21958,978042,97.8042
13,199,101,100,1000000,30140,969860,96.986,30140,969860,96.986
13,199,211,100,1000000,40852,959148,95.9148,40852,959148,95.9148
13,199,307,100,1000000,48580,951420,95.142,48580,951420,95.142
13,199,401,100,1000000,59288,940712,94.0712,59288,940712,94.0712
13,199,503,100,1000000,68956,931044,93.1044,68956,931044,93.1044
13,199,601,100,1000000,77662,922338,92.2338,77662,922338,92.2338
13,199,701,100,1000000,84034,915966,91.5966,84034,915966,91.5966
13,199,809,100,1000000,59104,940896,94.0896,59104,940896,94.0896
13,199,907,100,1000000,108640,891360,89.136,108640,891360,89.136
13,199,991,100,1000000,113698,886302,88.6302,113698,886302,88.6302
13,199,997,100,1000000,117560,882440,88.244,117560,882440,88.244
13,199,1009,100,1000000,117880,882120,88.212,117880,882120,88.212
13,199,1511,100,1000000,167058,832942,83.2942,167058,832942,83.2942
13,199,1999,100,1000000,210088,789912,78.9912,210088,789912,78.9912
13,199,2003,100,1000000,117910,882090,88.209,117910,882090,88.209
13,199,2503,100,1000000,264844,735156,73.5156,264844,735156,73.5156
13,199,3001,100,1000000,313042,686958,68.6958,313042,686958,68.6958
13,199,4001,100,1000000,407518,592482,59.2482,407518,592482,59.2482
13,199,5003,100,1000000,509958,490042,49.0042,509958,490042,49.0042
13,199,6007,100,1000000,608032,391968,39.1968,608032,391968,39.1968
13,199,7001,100,1000000,683034,316966,31.6966,683034,316966,31.6966
13,199,8009,100,1000000,732670,267330,26.733,732670,267330,26.733
13,199,9001,100,1000000,806472,193528,19.3528,806472,193528,19.3528
13,199,10007,100,1000000,665380,334620,33.462,663814,336186,33.6186
13,211,7,100,1000000,22798,977202,97.7202,22798,977202,97.7202
13,211,11,100,1000000,23146,976854,97.6854,23146,976854,97.6854
13,211,101,100,1000000,31304,968696,96.8696,31304,968696,96.8696
13,211,199,100,1000000,40852,959148,95.9148,40852,959148,95.9148
13,211,307,100,1000000,51088,948912,94.8912,51088,948912,94.8912
13,211,401,100,1000000,60274,939726,93.9726,60274,939726,93.9726
13,211,503,100,1000000,68308,931692,93.1692,68308,931692,93.1692
13,211,601,100,1000000,78628,921372,92.1372,78628,921372,92.1372
13,211,701,100,1000000,87014,912986,91.2986,87014,912986,91.2986
13,211,809,100,1000000,99358,900642,90.0642,99358,900642,90.0642
13,211,907,100,1000000,109778,890222,89.0222,109778,890222,89.0222
13,211,991,100,1000000,117442,882558,88.2558,117442,882558,88.2558
13,211,997,100,1000000,116704,883296,88.3296,116704,883296,88.3296
13,211,1009,100,1000000,119242,880758,88.0758,119242,880758,88.0758
13,211,1511,100,1000000,169002,830998,83.0998,169002,830998,83.0998
13,211,1999,100,1000000,215404,784596,78.4596,215404,784596,78.4596
13,211,2003,100,1000000,171172,828828,82.8828,171172,828828,82.8828
13,211,2503,100,1000000,242254,757746,75.7746,242254,757746,75.7746
13,211,3001,100,1000000,314704,685296,68.5296,314704,685296,68.5296
13,211,4001,100,1000000,412442,587558,58.7558,412442,587558,58.7558
13,211,5003,100,1000000,506512,493488,49.3488,506512,493488,49.3488
13,211,6007,100,1000000,582814,417186,41.7186,582814,417186,41.7186
13,211,7001,100,1000000,703802,296198,29.6198,703802,296198,29.6198
13,211,8009,100,1000000,665380,334620,33.462,665380,334620,33.462
13,211,9001,100,1000000,662410,337590,33.759,662410,337590,33.759
13,211,10007,100,1000000,790868,209132,20.9132,785978,214022,21.4022
13,307,7,100,1000000,32302,967698,96.7698,32302,967698,96.7698
13,307,11,100,1000000,32650,967350,96.735,32650,967350,96.735
13,307,101,100,1000000,40848,959152,95.9152,40848,959152,95.9152
13,307,199,100,1000000,48580,951420,95.142,48580,951420,95.142
13,307,211,100,1000000,51088,948912,94.8912,51088,948912,94.8912
13,307,401,100,1000000,69238,930762,93.0762,69238,930762,93.0762
13,307,503,100,1000000,79438,920562,92.0562,79438,920562,92.0562
13,307,601,100,1000000,39502,960498,96.0498,39502,960498,96.0498
13,307,701,100,1000000,97906,902094,90.2094,97906,902094,90.2094
13,307,809,100,1000000,101968,898032,89.8032,101968,898032,89.8032
13,307,907,100,1000000,118378,881622,88.1622,118378,881622,88.1622
13,307,991,100,1000000,122742,877258,87.7258,122742,877258,87.7258
13,307,997,100,1000000,126838,873162,87.3162,126838,873162,87.3162
13,307,1009,100,1000000,126892,873108,87.3108,126892,873108,87.3108
13,307,1511,100,1000000,175942,824058,82.4058,175942,824058,82.4058
13,307,1999,100,1000000,224300,775700,77.57,224300,775700,77.57
13,307,2003,100,1000000,219286,780714,78.0714,219286,780714,78.0714
13,307,2503,100,1000000,260002,739998,73.9998,260002,739998,73.9998
13,307,3001,100,1000000,305754,694246,69.4246,305754,694246,69.4246
13,307,4001,100,1000000,411898,588102,58.8102,411898,588102,58.8102
13,307,5003,100,1000000,226612,773388,77.3388,226612,773388,77.3388
13,307,6007,100,1000000,488566,511434,51.1434,488566,511434,51.1434
13,307,7001,100,1000000,374518,625482,62.5482,374518,625482,62.5482
13,307,8009,100,1000000,760590,239410,23.941,760590,239410,23.941
13,307,9001,100,1000000,884764,115236,11.5236,884764,115236,11.5236
13,307,10007,100,1000000,977748,22252,2.2252,975580,24420,2.442
13,401,7,100,1000000,41608,958392,95.8392,41608,958392,95.8392
13,401,11,100,1000000,41956,958044,95.8044,41956,958044,95.8044
13,401,101,100,1000000,49962,950038,95.0038,49962,950038,95.0038
13,401,199,100,1000000,59288,940712,94.0712,59288,940712,94.0712
13,401,211,100,1000000,60274,939726,93.9726,60274,939726,93.9726
13,401,307,100,1000000,69238,930762,93.0762,69238,930762,93.0762
13,401,503,100,1000000,85326,914674,91.4674,85326,914674,91.4674
13,401,601,100,1000000,97626,902374,90.2374,97626,902374,90.2374
13,401,701,100,1000000,107004,892996,89.2996,107004,892996,89.2996
13,401,809,100,1000000,117584,882416,88.2416,117584,882416,88.2416
13,401,907,100,1000000,125722,874278,87.4278,125722,874278,87.4278
13,401,991,100,1000000,134762,865238,86.5238,134762,865238,86.5238
13,401,997,100,1000000,122206,877794,87.7794,122206,877794,87.7794
13,401,1009,100,1000000,78310,921690,92.169,78310,921690,92.169
13,401,1511,100,1000000,180162,819838,81.9838,180162,819838,81.9838
13,401,1999,100,1000000,231578,768422,76.8422,231578,768422,76.8422
13,401,2003,100,1000000,222930,777070,77.707,222930,777070,77.707
13,401,2503,100,1000000,280360,719640,71.964,280360,719640,71.964
13,401,3001,100,1000000,175330,824670,82.467,175330,824670,82.467
13,401,4001,100,1000000,417966,582034,58.2034,417966,582034,58.2034
13,401,5003,100,1000000,507950,492050,49.205,507950,492050,49.205
13,401,6007,100,1000000,596568,403432,40.3432,596568,403432,40.3432
13,401,7001,100,1000000,542620,457380,45.738,542620,457380,45.738
13,401,8009,100,1000000,438670,561330,56.133,438670,561330,56.133
13,401,9001,100,1000000,818210,181790,18.179,818210,181790,18.179
13,401,10007,100,1000000,844936,155064,15.5064,841138,158862,15.8862
13,503,7,100,1000000,51706,948294,94.8294,51706,948294,94.8294
13,503,11,100,1000000,52054,947946,94.7946,52054,947946,94.7946
13,503,101,100,1000000,60118,939882,93.9882,60118,939882,93.9882
13,503,199,100,1000000,68956,931044,93.1044,68956,931044,93.1044
13,503,211,100,1000000,68308,931692,93.1692,68308,931692,93.1692
13,503,307,100,1000000,79438,920562,92.0562,79438,920562,92.0562
13,503,401,100,1000000,85326,914674,91.4674,85326,914674,91.4674
13,503,601,100,1000000,107374,892626,89.2626,107374,892626,89.2626
13,503,701,100,1000000,108756,891244,89.1244,108756,891244,89.1244
13,503,809,100,1000000,126564,873436,87.3436,126564,873436,87.3436
13,503,907,100,1000000,136012,863988,86.3988,136012,863988,86.3988
13,503,991,100,1000000,142210,857790,85.779,142210,857790,85.779
13,503,997,100,1000000,139078,860922,86.0922,139078,860922,86.0922
13,503,1009,100,1000000,144904,855096,85.5096,144904,855096,85.5096
13,503,1511,100,1000000,188916,811084,81.1084,188916,811084,81.1084
13,503,1999,100,1000000,59104,940896,94.0896,59104,940896,94.0896
13,503,2003,100,1000000,229300,770700,77.07,229300,770700,77.07
13,503,2503,100,1000000,286192,713808,71.3808,286192,713808,71.3808
13,503,3001,100,1000000,321376,678624,67.8624,321376,678624,67.8624
13,503,4001,100,1000000,425860,574140,57.414,425860,574140,57.414
13,503,5003,100,1000000,522774,477226,47.7226,522774,477226,47.7226
13,503,6007,100,1000000,562146,437854,43.7854,562146,437854,43.7854
13,503,7001,100,1000000,614520,385480,38.548,614520,385480,38.548
13,503,8009,100,1000000,193348,806652,80.6652,193348,806652,80.6652
13,503,9001,100,1000000,834340,165660,16.566,834340,165660,16.566
p1,p2,p3,SIZE,SIZE^3,非重複数,重複要素数,重複率,非重複数（mod S^3 * 3）,重複数（mod S^3 *3）,重複率（mod S^3 * 3）
